strategy,lam,l2_norm,remove_ratio,deletion_batch_size,sampler_seed,remove_class,sampling_type,sgd_seed,optim,step_size,lr_schedule,batch_size,num_steps,running_time,unlearning_time,retraining_time,other_time,test_accuracy,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err,num_deletions,retrained,batch_deleted_class_balance,cum_deleted_class_balance,threshold
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,3.337860107421875e-06,0,0,3.337860107421875e-06,0.853,0.57,0.57,0.0,100,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,9.5367431640625e-07,0,0,9.5367431640625e-07,0.853,0.59,0.61,0.0,200,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.6566666666666666,0.79,0.0,300,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.675,0.73,0.0,400,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,9.5367431640625e-07,0,0,9.5367431640625e-07,0.853,0.686,0.73,0.0,500,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.695,0.74,0.0,600,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.71,0.8,0.0,700,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.72,0.79,0.0,800,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,9.5367431640625e-07,0,0,9.5367431640625e-07,0.853,0.7244444444444444,0.76,0.0,900,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.732,0.8,0.0,1000,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.1920928955078125e-06,0,0,1.1920928955078125e-06,0.853,0.7381818181818182,0.8,0.0,1100,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.7391666666666666,0.75,0.0,1200,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,9.5367431640625e-07,0,0,9.5367431640625e-07,0.853,0.7476923076923077,0.85,0.0,1300,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.7564285714285715,0.87,0.0,1400,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.7573333333333333,0.77,0.0,1500,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,9.5367431640625e-07,0,0,9.5367431640625e-07,0.853,0.764375,0.87,0.0,1600,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.7711764705882352,0.88,0.0,1700,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.7783333333333333,0.9,0.0,1800,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,7.152557373046875e-07,0,0,7.152557373046875e-07,0.853,0.7794736842105263,0.8,0.0,1900,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,4.76837158203125e-07,0,0,4.76837158203125e-07,0.853,0.7835,0.86,0.0,2000,False,1.0,1.0,None
